"Plot Title: 52_3_s1"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20357937, SEN S/N: 20357937)","Temp, °C (LGR S/N: 20357937, SEN S/N: 20357937)","Coupler Detached (LGR S/N: 20357937, SEN S/N: 20357937)","Coupler Attached (LGR S/N: 20357937, SEN S/N: 20357937)","Host Connected (LGR S/N: 20357937, SEN S/N: 20357937)","End Of File (LGR S/N: 20357937, SEN S/N: 20357937)"
1,01/29/20 10:03:45 AM,92.951,31.268,,,,
2,01/29/20 10:03:53 AM,,,Logged,,,
3,01/29/20 10:13:45 AM,96.728,10.748,,,,
4,01/29/20 10:23:45 AM,96.791,4.831,,,,
5,01/29/20 10:33:45 AM,96.812,3.893,,,,
6,01/29/20 10:43:45 AM,96.826,3.578,,,,
7,01/29/20 10:53:45 AM,96.821,3.367,,,,
8,01/29/20 11:03:45 AM,96.819,3.261,,,,
9,01/29/20 11:13:45 AM,96.806,3.155,,,,
10,01/29/20 11:23:45 AM,96.825,3.049,,,,
11,01/29/20 11:33:45 AM,96.825,3.049,,,,
12,01/29/20 11:43:45 AM,96.822,2.943,,,,
13,01/29/20 11:53:45 AM,96.822,2.943,,,,
14,01/29/20 12:03:45 PM,96.812,2.943,,,,
15,01/29/20 12:13:45 PM,96.822,2.943,,,,
16,01/29/20 12:23:45 PM,96.822,2.943,,,,
17,01/29/20 12:33:45 PM,96.820,2.837,,,,
18,01/29/20 12:43:45 PM,96.820,2.837,,,,
19,01/29/20 12:53:45 PM,96.820,2.837,,,,
20,01/29/20 01:03:45 PM,96.820,2.837,,,,
21,01/29/20 01:13:45 PM,96.820,2.837,,,,
22,01/29/20 01:23:45 PM,96.809,2.837,,,,
23,01/29/20 01:33:45 PM,96.798,2.837,,,,
24,01/29/20 01:43:45 PM,96.820,2.837,,,,
25,01/29/20 01:53:45 PM,96.841,2.837,,,,
26,01/29/20 02:03:45 PM,96.830,2.837,,,,
27,01/29/20 02:13:45 PM,96.862,2.837,,,,
28,01/29/20 02:23:45 PM,96.873,2.837,,,,
29,01/29/20 02:33:45 PM,96.852,2.837,,,,
30,01/29/20 02:43:45 PM,96.873,2.837,,,,
31,01/29/20 02:53:45 PM,96.884,2.837,,,,
32,01/29/20 03:03:45 PM,96.873,2.837,,,,
33,01/29/20 03:13:45 PM,96.894,2.837,,,,
34,01/29/20 03:23:45 PM,96.916,2.837,,,,
35,01/29/20 03:33:45 PM,96.926,2.837,,,,
36,01/29/20 03:43:45 PM,96.937,2.837,,,,
37,01/29/20 03:53:45 PM,96.937,2.837,,,,
38,01/29/20 04:03:45 PM,96.958,2.837,,,,
39,01/29/20 04:13:45 PM,96.969,2.837,,,,
40,01/29/20 04:23:45 PM,96.948,2.837,,,,
41,01/29/20 04:33:45 PM,96.969,2.837,,,,
42,01/29/20 04:43:45 PM,96.990,2.837,,,,
43,01/29/20 04:53:45 PM,96.990,2.837,,,,
44,01/29/20 05:03:45 PM,97.001,2.837,,,,
45,01/29/20 05:13:45 PM,97.001,2.837,,,,
46,01/29/20 05:23:45 PM,97.001,2.837,,,,
47,01/29/20 05:33:45 PM,97.001,2.837,,,,
48,01/29/20 05:43:45 PM,97.001,2.837,,,,
49,01/29/20 05:53:45 PM,97.011,2.837,,,,
50,01/29/20 06:03:45 PM,96.990,2.837,,,,
51,01/29/20 06:13:45 PM,97.011,2.837,,,,
52,01/29/20 06:23:45 PM,97.011,2.837,,,,
53,01/29/20 06:33:45 PM,97.033,2.837,,,,
54,01/29/20 06:43:45 PM,97.054,2.837,,,,
55,01/29/20 06:53:45 PM,97.054,2.837,,,,
56,01/29/20 07:03:45 PM,97.086,2.837,,,,
57,01/29/20 07:13:45 PM,97.107,2.837,,,,
58,01/29/20 07:23:45 PM,97.097,2.837,,,,
59,01/29/20 07:33:45 PM,97.129,2.837,,,,
60,01/29/20 07:43:45 PM,97.129,2.837,,,,
61,01/29/20 07:53:45 PM,97.139,2.837,,,,
62,01/29/20 08:03:45 PM,97.150,2.837,,,,
63,01/29/20 08:13:45 PM,97.161,2.837,,,,
64,01/29/20 08:23:45 PM,97.171,2.837,,,,
65,01/29/20 08:33:45 PM,97.182,2.837,,,,
66,01/29/20 08:43:45 PM,97.203,2.837,,,,
67,01/29/20 08:53:45 PM,97.214,2.837,,,,
68,01/29/20 09:03:45 PM,97.225,2.837,,,,
69,01/29/20 09:13:45 PM,97.214,2.837,,,,
70,01/29/20 09:23:45 PM,97.235,2.837,,,,
71,01/29/20 09:33:45 PM,97.256,2.837,,,,
72,01/29/20 09:43:45 PM,97.246,2.837,,,,
73,01/29/20 09:53:45 PM,97.246,2.837,,,,
74,01/29/20 10:03:45 PM,97.246,2.837,,,,
75,01/29/20 10:13:45 PM,97.267,2.837,,,,
76,01/29/20 10:23:45 PM,97.267,2.837,,,,
77,01/29/20 10:33:45 PM,97.267,2.837,,,,
78,01/29/20 10:43:45 PM,97.278,2.837,,,,
79,01/29/20 10:53:45 PM,97.288,2.837,,,,
80,01/29/20 11:03:45 PM,97.299,2.837,,,,
81,01/29/20 11:13:45 PM,97.299,2.837,,,,
82,01/29/20 11:23:45 PM,97.320,2.837,,,,
83,01/29/20 11:33:45 PM,97.310,2.837,,,,
84,01/29/20 11:43:45 PM,97.299,2.837,,,,
85,01/29/20 11:53:45 PM,97.299,2.837,,,,
86,01/30/20 12:03:45 AM,97.331,2.837,,,,
87,01/30/20 12:13:45 AM,97.310,2.837,,,,
88,01/30/20 12:23:45 AM,97.331,2.837,,,,
89,01/30/20 12:33:45 AM,97.320,2.837,,,,
90,01/30/20 12:43:45 AM,97.331,2.837,,,,
91,01/30/20 12:53:45 AM,97.352,2.837,,,,
92,01/30/20 01:03:45 AM,97.352,2.837,,,,
93,01/30/20 01:13:45 AM,97.352,2.837,,,,
94,01/30/20 01:23:45 AM,97.374,2.837,,,,
95,01/30/20 01:33:45 AM,97.363,2.837,,,,
96,01/30/20 01:43:45 AM,97.374,2.837,,,,
97,01/30/20 01:53:45 AM,97.374,2.837,,,,
98,01/30/20 02:03:45 AM,97.374,2.837,,,,
99,01/30/20 02:13:45 AM,97.374,2.837,,,,
100,01/30/20 02:23:45 AM,97.384,2.837,,,,
101,01/30/20 02:33:45 AM,97.384,2.837,,,,
102,01/30/20 02:43:45 AM,97.384,2.837,,,,
103,01/30/20 02:53:45 AM,97.384,2.837,,,,
104,01/30/20 03:03:45 AM,97.384,2.837,,,,
105,01/30/20 03:13:45 AM,97.395,2.837,,,,
106,01/30/20 03:23:45 AM,97.395,2.837,,,,
107,01/30/20 03:33:45 AM,97.384,2.837,,,,
108,01/30/20 03:43:45 AM,97.384,2.837,,,,
109,01/30/20 03:53:45 AM,97.384,2.837,,,,
110,01/30/20 04:03:45 AM,97.395,2.837,,,,
